split,case_id,case_name,case_type,class_action_sought,num_source_docs,raw_word_count,summary_clean_word_count,modeling_clean_word_count
train,NS-CA-0002,Jewel v. National Security Agency,National Security,Yes,32,340408,339860,339782
train,PC-NC-0012,Corbett v. Branker,Prison Conditions,No,5,37228,36920,36922
train,IM-RI-0002,Estrada v. Rhode Island,Immigration and/or the Border ,No,5,18709,18465,18473
train,EE-CA-0264,EEOC v. WALKER WOOD PRODUCTS,Equal Employment,No,3,8517,8517,8521
train,IM-DC-0031,P.K. v. Tillerson,Immigration and/or the Border ,Yes,18,69384,67794,67762
train,IM-DC-0060,S.M.S.R. v. Trump,Immigration and/or the Border ,Yes,3,41035,39785,39824
train,FA-WA-0005,State of Washington v. Trump,Speech and Religious Freedom,No,3,193155,186933,187004
train,PC-MO-0015,Postawko v. Missouri Department of Corrections,Prison Conditions,Yes,10,80308,78798,78818
train,EE-NY-0285,Raymond v. The City of New York,Equal Employment,Yes,7,86602,84213,84336
train,EE-IL-0054,EEOC v. Compass International,Equal Employment,No,3,5476,5476,5476
train,PC-CA-0046,Weber v. Lockyer,Prison Conditions,Yes,5,46406,45616,45641
train,EE-AZ-0063,EEOC v. JPI Partners LLC,Equal Employment,No,6,10870,10870,10885
train,EE-IL-0243,EEOC v. URBAN RETAIL PROPERTIES CO,Equal Employment,No,5,5564,5564,5572
train,ID-CO-0001,United States v. Colorado,Intellectual Disability (Facility),No,5,6751,6735,6749
train,JI-AZ-0002,Johnson v. Upchurch,Juvenile Institution,Yes,4,33481,33285,33303
train,EE-TX-0008,EEOC v. I-SECTOR CORPORATION,Equal Employment,No,4,10218,10048,10044
train,EE-NY-0072,EEOC v. HIGHLAND HOSPITAL/STRONG HEALTH INC,Equal Employment,No,4,5615,5419,5423
train,JI-MD-0003,U.S. v. Maryland,Juvenile Institution,No,12,55223,54829,54853
train,JC-CA-0109,McKibben v. McMahon,Jail Conditions,Yes,11,89989,87615,87713
train,PC-KS-0004,Waterman v. McGuire,Prison Conditions,No,4,6755,6735,6739
train,IM-CT-0004,Danbury Area Coalition for the Rights of Immigrants v. U.S. Dept. of Homeland Security,Immigration and/or the Border ,No,6,15911,15701,15700
train,IM-AL-0006,Hispanic Interest Coalition of Alabama v. Governor of Alabama,Immigration and/or the Border ,Yes,41,278146,271290,271493
train,EE-CA-0334,"Jaffe v. Morgan Stanley DW, Inc.",Equal Employment,Yes,35,293792,289202,288832
train,IM-CA-0173,Pangea Legal Services v. U.S. Department of Homeland Security,Immigration and/or the Border ,No,3,57063,55813,55838
train,EE-PA-0150,EEOC v. SHAHIL INC (d/b/a DUNKIN DONUTS/BASKIN ROBBINS),Equal Employment,No,6,18521,18301,18311
train,EE-MI-0091,"EEOC v. Johnson Controls, Inc.",Equal Employment,No,3,4221,4221,4223
train,IM-TX-0047,City of San Antonio v. Texas,Immigration and/or the Border ,No,2,12143,11783,11786
train,JC-MS-0009,U.S. v. Forest City,Jail Conditions,No,7,7625,7613,7628
train,EE-MN-0091,Equal Employment Opportunity Commission v. Deluxe Financial Services,Equal Employment,No,4,19351,18541,18544
train,EE-PA-0245,United States v. Pennsylvania,Equal Employment,No,4,24262,23842,23850
train,PC-MI-0029,"Broder v. Correctional Medical Services, Inc.",Prison Conditions,No,26,181742,177971,177862
train,PB-TX-0004,De Leon v. Perry,Public Benefits / Government Services,No,7,54272,52692,52586
train,PC-MI-0037,Dorn v. Michigan Department of Corrections,Prison Conditions,No,7,24835,24333,24333
train,FA-OK-0002,Reaching Souls International Inc. v. Sebelius,Speech and Religious Freedom,Yes,11,134325,129765,129498
train,PC-OR-0014,Fox v. Peters,Prison Conditions,No,3,4449,4361,4362
train,PN-MN-0006,Williams v. Minneapolis,Policing,Yes,2,2708,2608,2615
train,IM-TX-0055,La O Munoz v. Wolf,Immigration and/or the Border ,No,6,26150,25658,25662
train,PC-WA-0031,Disability Rights Washington v. Inslee,Prison Conditions,No,5,7329,7179,7178
train,PC-FL-0029,Prison Legal News v. Florida Department of Corrections,Prison Conditions,No,6,54196,52674,52671
train,IM-CA-0142,Novoa v. GEO Group,Immigration and/or the Border ,Yes,21,282603,274641,274506
train,EE-NV-0006,EEOC v. CAVALIER INC,Equal Employment,No,3,4483,4353,4352
train,FH-NY-0013,"United States v. Pearl River Gardens, LLC",Fair Housing/Lending/Insurance,No,3,5817,5657,5667
train,DR-CO-0002,Colorado Cross-Disability Coalition v. Taco Bell Corp.,Disability Rights-Pub. Accom.,Yes,5,22759,22759,22771
train,EE-NV-0008,EEOC v. CONSOLIDATED REALTY INC,Equal Employment,No,7,11448,11138,11137
train,EE-CA-0095,EEOC v. GRIMMWAY FARMS,Equal Employment,No,4,8448,8446,8484
train,PR-DC-0004,Blumenthal v. Trump,Presidential/Gubernatorial Authority,No,11,97978,94998,94909
train,EE-NC-0037,EEOC v. FIRESTONE FIBERS AND TEXTILES COMPANY,Equal Employment,No,5,7832,7832,7839
train,PN-NY-0039,Padilla v. City of New York,Policing,No,7,54678,52957,52952
train,EE-IN-0039,EEOC v. EAGLE CONTRACTING INC,Equal Employment,No,3,3361,3361,3357
train,FH-CA-0008,Robidoux v. Rosengren,Fair Housing/Lending/Insurance,No,12,24951,24501,24518
train,FA-LA-0002,Louisiana College v. Sebelius,Speech and Religious Freedom,No,11,45635,44845,44849
train,SD-NC-0009,Lyons-Felton v. Edenton-Chowan Board of Education,School Desegregation,No,4,12759,12459,12468
train,PC-DC-0022,Sample v. Lappin,Prison Conditions,No,9,49190,46418,46413
train,EE-MD-0094,"EEOC v. PROLEASE HR, INC.",Equal Employment,No,4,4911,4911,4903
train,EE-FL-0045,EEOC v. VALLEY MANOR SOUTH INC (d/b/a HALPERN'S ETHAN ALLEN),Equal Employment,No,3,4998,4908,4911
train,PC-WA-0027,Roberts v. Sinclair,Prison Conditions,No,5,34510,33990,33949
train,PB-TX-0005,Nuckols v. Perry,Public Benefits / Government Services,No,3,961,937,935
train,IM-WA-0033,City of Seattle v. Trump,Immigration and/or the Border ,No,6,53402,51932,51918
train,EE-KY-0025,"EEOC v. Tri-Valley Plastics, Inc.",Equal Employment,No,3,3092,3092,3097
train,FA-TX-0003,Roman Catholic Diocese of Dallas v. Sebelius,Speech and Religious Freedom,No,3,26317,25807,25808
train,EE-IL-0088,"EEOC v. FORESIGHT INTERNATIONAL, INC.",Equal Employment,No,3,4959,4959,4963
train,PC-HI-0003,Santos v. Kimoto,Prison Conditions,No,7,34501,33961,33963
train,EE-CA-0293,Caldwell v. FEDEX Corporation,Equal Employment,Yes,8,89494,85500,85457
train,PN-CA-0042,Black Lives Matter - Los Angeles v. City of Los Angeles,Policing,Yes,12,99517,96765,96755
train,EE-TX-0019,"EEOC v. ASI MILLWORK, INC.",Equal Employment,No,5,9236,9091,9105
train,EE-NM-0057,"United States of America v. City of Gallup, New Mexico",Equal Employment,No,3,8273,8273,8271
train,IM-CA-0084,Azad v. Trump,Immigration and/or the Border ,No,3,11705,11473,11475
train,IM-CA-0026,Kiniti v. Myers,Immigration and/or the Border ,Yes,11,45016,44246,44249
train,PC-NY-0056,Pugh v. Goord,Prison Conditions,Yes,8,51861,51399,51402
train,EE-AZ-0107,EEOC v. TARGET STORES INC (d/b/a TARGET FINANCIAL SERVICES),Equal Employment,No,4,4008,3958,3976
train,PB-NY-0005,Williston v. Eggleston,Public Benefits / Government Services,Yes,11,35976,35685,35685
train,PC-NE-0014,Wilson v. Geerdes,Prison Conditions,No,8,20726,20555,20553
train,EE-MN-0052,EEOC v. PARK NICOLLET HEALTH SERVICES f/k/a Health System Minnesota,Equal Employment,No,6,5520,5326,5329
train,FA-OH-0002,University of Cincinnati Chapter of Young Americans for Liberty v. Williams,Speech and Religious Freedom,No,11,98850,98850,98878
train,FH-NY-0021,United States v. Fidelity Federal Bank,Fair Housing/Lending/Insurance,No,4,5561,5329,5335
train,PC-MI-0040,Salem v. Michigan Department of Corrections,Prison Conditions,Yes,7,50344,49744,49731
train,PC-AL-0031,Knight v. Thompson,Prison Conditions,Yes,25,129947,128597,128584
train,IM-OR-0007,Innovation Law Lab v. Nielsen,Immigration and/or the Border ,No,4,23019,22325,22324
train,EE-NC-0062,EEOC v. LIBERTY COMMONS NURSING CENTER,Equal Employment,No,4,5612,5612,5612
train,PN-DC-0006,ACLU v. U.S. Department of Justice,Policing,No,8,29974,29513,29491
train,CJ-TX-0008,"Austin Lawyers Guild v. Securus Technologies, Inc.",Criminal Justice (Other),Yes,8,29989,29229,29240
train,EE-MI-0128,EEOC v. PINNACLE AIRLINES INC,Equal Employment,No,3,2902,2902,2903
train,EE-SD-0009,EEOC v. Sara Lee Corporation,Equal Employment,No,6,12049,11899,11913
train,EE-TX-0022,"EEOC v. AUSTIN COMMERCIAL, INC.",Equal Employment,No,4,2139,2139,2146
train,EE-NY-0216,Cronas v. Willis Group Holdings Ltd.,Equal Employment,Yes,9,55378,54118,54116
train,EE-MA-0025,Smith v. City of Boston,Equal Employment,Yes,10,95930,92520,92521
train,IM-WA-0030,Doe v. Trump,Immigration and/or the Border ,Yes,45,467190,454821,454424
train,NS-DC-0147,"Judicial Watch, Inc. v. U.S. Department of Justice",National Security,No,4,4583,4463,4463
train,PC-PA-0033,Gartrell v. Federal Bureau of Prisons,Prison Conditions,No,4,19358,19078,19080
train,NS-IL-0004,American Civil Liberties Union of Illinois v. U.S. Department of Homeland Security,National Security,No,20,94337,93615,93671
train,EE-AZ-0007,EEOC v. Arrowhead Bagel Company,Equal Employment,No,4,4141,4117,4118
train,PC-OH-0036,Smith v. Dewine,Prison Conditions,Yes,4,25781,25781,25784
train,PC-WI-0020,Gulley-Fernandez v. Johnson,Prison Conditions,Yes,5,14376,13992,13990
train,JC-GA-0002,United States v. Terrell County (GA),Jail Conditions,No,11,26076,25294,25281
train,PN-MO-0009,Street v. O'Toole,Policing,Yes,4,68172,68172,68137
train,EE-PA-0127,EEOC v. PEDIATRIC ALLIANCE,Equal Employment,No,3,5368,5218,5220
train,EE-MD-0044,EEOC v. GLOBAL PEST MANAGEMENT INC,Equal Employment,No,3,2240,2154,2156
train,PR-DC-0016,Trump v. Committee on Oversight and Reform of the U.S. House of Representatives,Presidential/Gubernatorial Authority,No,7,86264,85158,85113
train,EE-PA-0232,EEOC v. Champion Window Manufacturing & Supply,Equal Employment,No,5,15750,15450,15464
train,VR-DC-1166,Florida Department of State v. U.S. Department of Homeland Security,Election/Voting Rights,No,2,12960,12960,12964
train,PN-NY-0030,Garcia v. Bloomberg,Policing,Yes,8,58481,57421,57414
train,FA-AZ-0001,Arizona Attorneys for Criminal Justice v. Ducey,Speech and Religious Freedom,No,7,43720,42760,42766
train,EE-WI-0017,EEOC v. Humane Animal Welfare Society,Equal Employment,No,3,3128,3008,3005
train,CJ-IL-0008,Willard v. Snyder,Criminal Justice (Other),Yes,4,7374,7270,7280
train,CJ-AL-0019,Cook v. Taylor,Criminal Justice (Other),Yes,3,12405,12005,12004
train,EE-NY-0096,EEOC v. MAGGIE'S PARATRANSIT CORP. AND KENN,Equal Employment,No,5,11931,11631,11636
train,NS-OR-0001,Latif v. U.S. Department of Justice,National Security,No,19,159177,156659,156639
train,IM-OK-0001,"National Coalition of Latino Clergy, Inc. v. Henry",Immigration and/or the Border ,No,10,66759,66549,66664
train,PB-CA-0004,Sipprelle v. City of Laguna Beach,Public Benefits / Government Services,No,6,14745,14697,14710
train,EE-MI-0047,"EEOC v. Magna Donnelly Corporation, Inc.",Equal Employment,No,4,4139,4138,4139
train,IM-CA-0014,Escutia v. Ashcroft,Immigration and/or the Border ,Yes,5,14484,14464,14479
train,EE-TX-0252,EEOC v. FIRST AID PRODUCTS,Equal Employment,No,4,5337,5317,5318
train,PB-IN-0006,"Fujii v. Governor, State of Indiana",Public Benefits / Government Services,No,5,47301,46141,46170
train,DR-NY-0015,T.H. v. Walcott,Disability Rights-Pub. Accom.,No,6,57119,55463,55547
train,IM-MI-0007,Albino-Martinez v. Adducci,Immigration and/or the Border ,No,5,60672,59202,59163
train,CJ-CT-0001,NAACP v. Merrill,Criminal Justice (Other),No,5,21555,20915,20906
train,EE-IL-0077,EEOC v. EXELON CORP,Equal Employment,No,3,4497,4497,4500
train,FA-IL-0002,Conlon v. Sebelius,Speech and Religious Freedom,No,3,25023,24723,24727
train,IM-DC-0067,Las Americas Immigrant Advocacy Center v. Wolf,Immigration and/or the Border ,No,5,31807,30907,30901
train,PC-IL-0033,Ross v. Gossett,Prison Conditions,Yes,6,92020,91144,91148
train,PB-CT-0003,State of Connecticut Office of Protection and Advocacy for Persons With Disabilities v. Connecticut,Public Benefits / Government Services,Yes,8,57760,56410,56425
train,PC-MT-0002,Many Horses v. Racicot,Prison Conditions,Yes,5,13018,12934,12948
train,PC-MA-0054,Grinis v. Spaulding,Prison Conditions,Yes,24,104953,101519,101460
train,NS-CA-0029,United States v. Gartenlaub,National Security,No,10,109499,108415,108330
train,EE-LA-0096,"United States of America v. City of Bastrop, Louisiana",Equal Employment,No,6,15602,15396,15395
train,PN-OR-0007,Wise v. Portland,Policing,No,4,40517,39757,39750
train,EE-MO-0096,EEOC v. WAL-MART STORES INC,Equal Employment,No,10,26697,26609,26613
train,EE-TX-0256,EEOC v. ORR AUTOMOTIVE GROUP,Equal Employment,No,4,5958,5942,5942
train,EE-DC-0040,Breen v. Mineta,Equal Employment,Yes,25,251765,246015,245874
train,EE-IL-0283,Wiginton v. CB Richard Ellis,Equal Employment,Yes,8,58603,58031,58074
train,PB-MI-0014,Waid v. Snyder (In re Flint Water Cases),Public Benefits / Government Services,Yes,52,724806,718817,718955
train,EE-TX-0296,EEOC v. Razzoo's,Equal Employment,Yes,5,10410,10145,10147
train,NS-CA-0003,First Unitarian Church of Los Angeles v. National Security Agency,National Security,No,13,119827,119777,119692
train,EE-CO-0041,EEOC v. Outback Steakhouse of Florida,Equal Employment,Yes,10,49658,49658,49671
train,CW-MI-0001,Dwayne B. v. Snyder,Child Welfare,Yes,12,232378,232088,232036
train,EE-TX-0336,EEOC v. STOCKS INC dba CAFE ITALIA,Equal Employment,No,6,7257,7213,7206
train,PD-UT-0001,Remick v. Utah,Indigent Defense,Yes,4,53262,51564,51616
train,IM-CA-0055,Zhang v. Gonzales,Immigration and/or the Border ,Yes,5,16766,16544,16551
train,JI-LA-0001,United States v. Louisiana,Juvenile Institution,No,26,110399,109044,109022
train,PC-IL-0028,Holmes v. Godinez,Prison Conditions,Yes,8,116588,115932,115891
train,CJ-AL-0014,Foster v. City of Alexander City,Criminal Justice (Other),Yes,6,24895,24215,24217
train,PC-IL-0043,Andrews v. Rauner,Prison Conditions,No,3,11374,11166,11168
train,EE-CA-0302,Ellis v. Costco,Equal Employment,Yes,15,184808,184178,184092
train,EE-TX-0175,EEOC v. INTERSTATE BRANDS CORPORATION,Equal Employment,No,3,3367,3367,3374
train,NS-DC-0125,Electronic Privacy Information Center v. U.S. Department of Homeland Security,National Security,No,5,6085,5905,5908
train,EE-NC-0121,"EEOC v. WAL-MART STORES, INC.",Equal Employment,No,5,4525,4369,4384
train,PB-CT-0012,Kennedy v. Fanning,Public Benefits / Government Services,Yes,7,55660,53970,53939
train,PB-LA-0001,Pitts v. Greenstein,Public Benefits / Government Services,Yes,26,201787,197475,197555
train,FA-PA-0005,Geneva College v. Sebelius,Speech and Religious Freedom,No,20,96705,95795,95790
train,CW-NY-0011,S. v. City of New York,Child Welfare,Yes,3,14455,14085,14091
train,IM-IL-0008,Kazarov v. Achim,Immigration and/or the Border ,Yes,8,114384,114384,114638
train,JC-CA-0105,Gray v. County of Riverside,Jail Conditions,Yes,17,329461,320033,319918
train,FH-NY-0017,United States v. Delta Funding Corp.,Fair Housing/Lending/Insurance,No,4,9538,9538,9543
train,FA-MI-0005,Autocam Corp. v. Sebelius,Speech and Religious Freedom,No,23,93436,91886,91953
train,IM-DC-0025,Zadeh v. Trump,Immigration and/or the Border ,No,7,21242,20512,20513
train,FH-GA-0008,"United States v. Housing Authority of the City of Eastman, Georgia",Fair Housing/Lending/Insurance,No,3,8076,7812,7806
train,FH-AL-0001,Cooley v. Sterling Bank,Fair Housing/Lending/Insurance,No,8,16141,15861,15864
train,CJ-TX-0011,West v. City of Hitchcock,Criminal Justice (Other),Yes,6,50375,49403,49392
train,EE-PA-0030,EEOC v. BVI PRECISION MATERIALS COMPANY,Equal Employment,No,3,5159,5159,5162
train,VR-DC-1169,Shelby County v. Holder,Election/Voting Rights,No,12,179772,179552,179705
train,IM-DC-0024,RAICES v. U.S. Immigration and Customs Enforcement,Immigration and/or the Border ,No,3,5164,4994,4998
train,JI-AZ-0003,U.S. v. Arizona,Juvenile Institution,No,5,22857,22842,22844
train,EE-MN-0088,EEOC v. Faribault Foods Inc.,Equal Employment,Yes,4,13944,13944,13940
train,EE-TX-0319,"EEOC v. Satchel's BBQ & Steaks, Inc.",Equal Employment,No,3,2740,2740,2748
train,DR-CA-0036,Saldana-Neily v. Santa Cruz Sch. Dist.,Disability Rights-Pub. Accom.,No,5,10514,10514,10558
train,IM-CA-0158,Ortuño v. Jennings,Immigration and/or the Border ,No,7,34415,34185,34133
train,IM-TX-0052,El Paso County v. Trump,Immigration and/or the Border ,No,8,90173,87333,87477
train,JC-MS-0008,U.S. v. Corinth City,Jail Conditions,No,7,10654,10642,10659
train,EE-PA-0062,EEOC v. EASTERN ENGINEERED WOOD PRODUCTS INC.,Equal Employment,No,5,10261,9995,10000
train,PN-CA-0003,Thomas v. County of Los Angeles,Policing,Yes,7,70122,69830,69836
train,IM-CA-0148,"Owino v. CoreCivic, Inc.",Immigration and/or the Border ,Yes,12,97628,95288,95340
train,EE-CA-0006,EEOC v. ABERCROMBIE & FITCH STORES INC,Equal Employment,Yes,13,117347,113943,114074
train,EE-DC-0081,Bird v. Barr,Equal Employment,Yes,8,78950,76540,76525
train,DR-CO-0023,Civil Rights Education and Enforcement Center v. Sage Hospitality Resources LLC,Disability Rights-Pub. Accom.,Yes,8,37826,36936,36938
train,IM-CA-0067,Franco-Gonzalez v. Holder,Immigration and/or the Border ,Yes,21,175572,173698,173660
train,IM-LA-0018,Dada v. Witte,Immigration and/or the Border ,No,10,105280,102117,101969
train,PB-IL-0012,Gray v. Orr,Public Benefits / Government Services,No,3,10209,10137,10137
train,EE-CT-0018,Ricci v. DeStefano,Equal Employment,No,15,61788,60428,60452
train,EE-FL-0099,"EEOC v. Renters Choice, Inc.",Equal Employment,No,5,19138,19078,19092
train,EE-IL-0078,"EEOC v. FAIRCHILD PRINTING SERVICE, INC.",Equal Employment,No,3,4903,4903,4912
train,FH-CO-0001,Housing For All v. Monroe Group,Fair Housing/Lending/Insurance,No,4,16340,16340,16347
train,EE-GA-0107,"Davis v. Valley Hospitality Services, LLC",Equal Employment,Yes,15,29130,28100,28103
train,PC-NY-0009,Amador v. Department of Correctional Services,Prison Conditions,Yes,11,92335,91593,91581
train,FH-CO-0002,Gonzales v. Katchen and Company,Fair Housing/Lending/Insurance,Yes,3,7015,6805,6805
train,EE-WA-0108,EEOC v. WASHINGTON ENERGY SERVICES COMPANY,Equal Employment,No,3,9535,9193,9215
train,PA-NC-0003,McCrory v. United States,Public Accomm./Contracting,No,5,7337,7234,7232
train,EE-LA-0001,EEOC v. ADVANCE AUTO PARTS,Equal Employment,No,6,9910,9910,9918
train,JC-DC-0015,Banks v. Booth,Jail Conditions,Yes,37,731176,702177,702058
train,FH-NY-0012,"U.S. ex rel. Anti-Discrimination Center of Metro New York, Inc. v. Westchester Co.",Fair Housing/Lending/Insurance,No,15,194239,190849,190984
train,NS-PA-0003,Schuchardt v. Obama,National Security,Yes,10,43336,41486,41450
train,PB-AL-0012,Hathcote v. Green,Public Benefits / Government Services,No,3,3084,2994,2993
train,EE-AR-0002,"EEOC v. AFFILIATED FOODS SOUTHWEST, INC. (d/b/a THRIFTWAY FOODS, INC.)",Equal Employment,No,4,4491,4491,4519
train,EE-IL-0059,"EEOC v. Kirch-Lo, Inc. d/b/a ""Crabby Kims""",Equal Employment,No,3,4932,4932,4934
train,FA-WA-0004,Microsoft v. U.S. Department of Justice,Speech and Religious Freedom,No,7,62772,61532,61530
train,FH-MI-0002,United States v. Old Kent Financial Corporation,Fair Housing/Lending/Insurance,No,3,15493,15493,15492
train,EE-MO-0100,"McCullough v. City of Independence, Missouri",Equal Employment,No,3,2258,2198,2198
train,PB-CA-0029,Perry v. Schwarzenegger,Public Benefits / Government Services,No,22,384378,384378,384274
train,PN-NY-0031,Berg v. Kelly,Policing,Yes,7,41583,40993,41009
train,PR-PA-0002,County of Butler v. Wolf,Presidential/Gubernatorial Authority,No,8,14449,13219,13220
train,JI-AL-0005,Alabama Disabilities Advocacy Program v. Wood,Juvenile Institution,No,9,18117,17587,17622
train,EE-MD-0051,"EEOC v. HOME QUALITY MANAGEMENT, INC.",Equal Employment,No,3,3484,3472,3478
train,VR-OH-0080,"Service Employees International Union, Local #1 v. Husted",Election/Voting Rights,Yes,25,188341,188233,188551
train,EE-UT-0015,DEHART v. STEVENS-HENAGER COLLEGE,Equal Employment,No,9,17171,17171,17157
train,CW-TN-0002,John B. v. Goetz,Child Welfare,Yes,23,313803,313007,313076
train,EE-TX-0356,"EEOC v. Texas Ear, Nose & Throat Consultants",Equal Employment,No,5,7082,7082,7099
train,PB-IL-0010,Hampe v. Hamos,Public Benefits / Government Services,Yes,15,61668,61072,61083
train,EE-AR-0027,"EEOC v. JAYCO ACQUISITION AND HOLDING CO., INC dba COMPTO",Equal Employment,No,5,3725,3709,3718
train,PC-CO-0029,Abdulmutallab v. Sessions,Prison Conditions,No,10,86210,82860,82855
train,IM-CA-0064,Roy v. Los Angeles County,Immigration and/or the Border ,Yes,19,231480,227332,227371
train,IM-CA-0074,Tarek Hamdi v. United States Citizenship and Immigration Service,Immigration and/or the Border ,No,5,41850,40810,40813
train,EE-TX-0060,"EEOC v. HORSETRADERS, INC. D/B/A BULLFROGS",Equal Employment,No,7,8946,8646,8652
train,PB-VA-0005,Bostic v. McDonnell,Public Benefits / Government Services,No,8,60899,60549,60530
train,JC-TX-0019,Prison Legal News v. Lindsey,Jail Conditions,No,3,3644,3614,3616
train,PC-AL-0036,Duke v. Dunn,Prison Conditions,Yes,5,44605,43215,43214
train,EE-MD-0104,"EEOC v. RRR BOWIE, LLC d/b/a TOYOTA OF BOWIE",Equal Employment,No,7,13098,12934,12930
train,PC-CA-0052,Valdivia v. Davis,Prison Conditions,Yes,40,335107,328925,328911
train,DR-DC-0005,Robinson v. Farley,Disability Rights-Pub. Accom.,No,6,48803,47603,47598
train,PC-CA-0013,U.S. v. California,Prison Conditions,No,6,9607,9575,9593
train,PC-NJ-0001,D.M. v. Terhune,Prison Conditions,Yes,12,50176,50092,50104
train,EE-AZ-0116,"EEOC v. University of Phoenix, Inc.",Equal Employment,Yes,8,27199,26819,26826
train,PN-CA-0047,Slusher v. City of Napa,Policing,No,6,48659,47629,47727
train,CJ-SC-0001,Kenny v. Wilson,Criminal Justice (Other),Yes,7,45559,44999,45004
train,PB-MI-0013,Fowler v. Johnson,Public Benefits / Government Services,Yes,9,47130,47130,47115
train,VR-MI-0075,Esshaki v. Whitmer,Election/Voting Rights,No,28,95380,91721,91767
train,EE-NV-0018,"EEOC v. John Brennan, Serge Rigisish, d/b/a Little Waldorf Saloon",Equal Employment,No,4,11632,11188,11238
train,IM-CA-0050,Aziz v. Gonzales,Immigration and/or the Border ,Yes,4,10469,10395,10400
train,PB-MS-0004,Campaign for Southern Equality v. Bryant,Public Benefits / Government Services,No,11,53182,51960,51951
train,EE-LA-0067,EEOC v. PARAGON SYSTEMS INC,Equal Employment,No,3,3444,3444,3448
train,VR-AK-0012,Alaska Libertarian Party v. Fenumiai,Election/Voting Rights,No,7,14734,14046,14019
train,ED-CA-0003,Smith v. Berkeley Unified School District,Education,Yes,6,37955,37595,37614
train,EE-GA-0096,EEOC v. WREN CHEVROLET INC,Equal Employment,No,3,3833,3833,3838
train,IM-AZ-0029,Adlerstein v. U.S. Customs and Border Protection,Immigration and/or the Border ,No,2,14171,13781,13785
train,DR-CA-0051,Smiley v. California Department of Education,Disability Rights-Pub. Accom.,Yes,13,81517,81517,81527
train,EE-NM-0033,EEOC v. MCDONALDS,Equal Employment,No,5,6680,6672,6670
train,DR-CA-0052,Civil Rights Education and Enforcement Center v. RLJ Lodging Trust,Disability Rights-Pub. Accom.,Yes,4,16166,15916,15896
train,EE-FL-0154,"EEOC v. Saturn of St. Petersburg, Inc.",Equal Employment,No,3,4316,4316,4321
train,EE-NY-0237,"Jock v. Sterling Jewelers, Inc.",Equal Employment,Yes,19,72707,71817,71787
train,PC-CA-0068,Norsworthy v. Beard,Prison Conditions,No,10,65666,65642,65646
train,NS-DC-0099,Poitras v. Department of Homeland Security,National Security,No,5,29635,28835,28836
train,EE-AL-0116,Prewett v. Alabama Department of Veterans Affairs,Equal Employment,No,7,56882,55784,55777
train,EE-MI-0011,EEOC v. Acro Service Corporation,Equal Employment,No,3,2902,2902,2904
train,EE-TX-0396,"EEOC v. VALLEY MEDICAL ARTS CLINIC, P.A.",Equal Employment,No,4,4628,4628,4644
train,PC-AZ-0019,Prison Legal News v. Babeu,Prison Conditions,No,8,39203,38923,38926
train,EE-AR-0047,EEOC v. Tanami Trading Corporation (d/b/a Left Lane Express),Equal Employment,No,3,3978,3868,3880
train,IM-CA-0089,County of Santa Clara v. Trump,Immigration and/or the Border ,No,42,402455,391241,390616
train,EE-MI-0073,"EEOC v. GENERAL MOTORS, UAW",Equal Employment,No,3,2327,2315,2321
train,EE-AZ-0073,EEOC v. Lumpy (d/b/a Chilly Bombers Bar & Grill),Equal Employment,No,4,12103,12053,12060
train,PN-DC-0011,Brown v. District of Columbia,Policing,Yes,5,11513,11103,11094
train,IM-LA-0011,"Equal Employment Opportunity Commission v. Signal International, LLC",Immigration and/or the Border ,No,22,122470,121020,121026
train,IM-ME-0001,American Civil Liberties Union of Maine Foundation v. U.S. Department of Homeland Security,Immigration and/or the Border ,No,5,9252,8962,8960
train,EE-AR-0004,"EEOC v. Aramark Educational Services, Inc.",Equal Employment,Yes,3,3411,3411,3428
train,PC-NM-0008,Amaro v. New Mexico,Prison Conditions,No,10,34067,32067,32458
train,PB-CA-0032,Napper v. County of Sacramento,Public Benefits / Government Services,Yes,17,83076,81136,80951
train,CJ-NC-0006,Hayden v. Keller,Criminal Justice (Other),No,11,22549,22005,22060
train,EE-MN-0076,Carlson v. C.H. Robinson Worldwide Inc.,Equal Employment,Yes,6,96126,95966,95800
train,EE-PA-0059,EEOC v. EAGLE NATIONAL BANK,Equal Employment,No,2,3115,3115,3116
train,FH-PA-0004,United States v. Mortgage Guaranty Insurance Corp.,Fair Housing/Lending/Insurance,No,5,11916,11526,11532
train,EE-FL-0008,"EEOC v. ATLANTIS GOLF CLUB, INC.",Equal Employment,No,8,14786,14512,14533
train,PC-TN-0016,Cedillo v. Transcor America LLC,Prison Conditions,Yes,4,26363,26191,26197
train,MH-AL-0002,"Alabama Disabilities Advocacy Program v. SafetyNet Youth, Inc.",Mental Health (Facility),No,8,35041,33653,33677
train,ED-NY-0011,United States v. City of New York (Lafayette High School),Education,No,5,16900,16362,16333
train,EE-IL-0108,EEOC v. HAMILTON COMMUNICATIONS,Equal Employment,No,5,8740,8740,8745
train,JI-MS-0010,United States v. City of Meridian,Juvenile Institution,No,25,135138,132072,132024
train,VR-MI-0080,Powell v. Benson,Election/Voting Rights,No,9,74089,72737,72672
train,PB-MI-0002,Eager v. Engler,Public Benefits / Government Services,No,5,19527,19261,19305
train,IM-PA-0001,"Lozano v. City of Hazleton, Pennsylvania",Immigration and/or the Border ,No,34,319819,313958,313945
train,PB-WV-0003,Michael T. v. Bowling,Public Benefits / Government Services,Yes,7,79428,77578,77630
